통계표,업종코드,기업규모,계정항목,단위,변환,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  H50 수상 운송업","종합","유형자산","백만원","원자료","31,336,577","32,972,677","32,225,542","32,338,654","34,707,089","28,895,704","26,853,135","24,257,441","29,833,703","32,659,829","40,393,660","45,761,962","50,497,161","64,043,352"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  H50 수상 운송업","종합","매입채무","백만원","원자료","2,975,480","2,870,193","2,971,218","2,923,523","2,346,589","3,568,013","1,697,431","3,377,642","3,714,302","3,801,199","4,097,149","4,110,695","4,455,100","4,791,519"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  H51 항공 운송업","종합","매출채권","백만원","원자료","1,366,500","1,250,981","1,236,454","1,256,385","1,029,086","1,184,095","1,584,911","1,577,006","1,693,664","1,644,103","2,217,208","2,392,826","2,669,414","2,880,084"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  H51 항공 운송업","종합","유형자산","백만원","원자료","16,844,196","17,827,301","18,599,908","19,191,096","21,383,225","21,123,512","22,215,205","23,319,686","30,329,764","27,722,978","25,380,599","25,181,115","27,310,353","29,736,759"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  H51 항공 운송업","종합","매입채무","백만원","원자료","459,403","474,793","378,233","281,558","241,961","287,844","276,032","347,109","421,303","170,731","288,500","439,266","523,378","479,007"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  H52 창고 및 운송관련 서비스업","종합","매출채권","백만원","원자료","4,861,375","4,949,352","4,797,037","5,220,368","5,370,151","6,183,166","6,509,876","6,415,142","6,907,654","8,924,769","11,195,332","11,557,278","11,343,761","12,587,799"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  H52 창고 및 운송관련 서비스업","종합","유형자산","백만원","원자료","46,721,548","39,762,009","32,515,474","35,586,977","34,344,947","34,307,432","36,043,969","43,200,028","44,752,620","50,622,398","53,530,798","56,962,236","64,230,057","68,098,498"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  H52 창고 및 운송관련 서비스업","종합","매입채무","백만원","원자료","2,915,253","2,886,795","3,512,746","2,632,768","2,720,572","2,937,292","3,044,492","2,947,302","3,028,517","4,099,137","5,558,346","5,339,446","4,925,568","5,856,545"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","I 숙박 및 음식점업","종합","매출채권","백만원","원자료","826,777","1,030,473","1,195,576","1,325,500","1,619,213","1,727,174","1,805,044","1,923,140","2,351,975","1,626,293","1,915,624","2,360,395","2,789,855","3,055,801"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","I 숙박 및 음식점업","종합","유형자산","백만원","원자료","24,229,369","25,503,015","26,898,157","27,360,119","32,138,172","32,353,073","34,034,887","35,893,467","38,678,078","41,127,185","43,792,915","47,363,572","51,762,547","59,758,857"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","I 숙박 및 음식점업","종합","매입채무","백만원","원자료","850,316","1,181,985","1,099,669","1,184,662","1,238,517","1,367,716","1,349,254","1,293,707","1,325,878","1,190,077","1,466,454","1,738,450","2,019,388","2,146,022"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  I55 숙박업","종합","매출채권","백만원","원자료","271,115","307,198","346,160","354,167","485,114","471,740","455,812","517,024","900,070","228,914","351,094","506,978","653,965","755,623"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  I55 숙박업","종합","유형자산","백만원","원자료","19,388,535","20,313,153","21,800,777","21,308,402","23,768,813","23,621,340","24,858,954","25,211,945","26,495,663","30,339,466","32,466,391","34,914,097","38,090,318","44,506,002"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  I55 숙박업","종합","매입채무","백만원","원자료","171,322","307,117","183,889","238,395","211,223","209,923","164,403","156,840","170,496","110,072","170,484","235,519","360,145","318,284"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  I56 음식점 및 주점업","종합","매출채권","백만원","원자료","555,663","723,275","849,416","971,333","1,134,099","1,255,434","1,349,232","1,406,116","1,451,905","1,397,379","1,564,530","1,853,417","2,135,890","2,300,178"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  I56 음식점 및 주점업","종합","유형자산","백만원","원자료","4,840,834","5,189,861","5,097,380","6,051,718","8,369,359","8,731,733","9,175,933","10,681,522","12,182,415","10,787,718","11,326,524","12,449,475","13,672,228","15,252,855"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  I56 음식점 및 주점업","종합","매입채무","백만원","원자료","678,994","874,867","915,780","946,266","1,027,294","1,157,793","1,184,852","1,136,867","1,155,382","1,080,005","1,295,970","1,502,931","1,659,243","1,827,738"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","J 정보통신업","종합","매출채권","백만원","원자료","21,811,160","22,633,989","22,934,284","23,241,964","24,455,880","25,545,647","27,049,678","26,488,712","28,739,855","29,149,059","31,450,191","34,377,087","35,728,069","37,918,916"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","J 정보통신업","종합","유형자산","백만원","원자료","46,232,651","49,126,739","51,613,755","52,921,189","52,828,023","53,289,877","53,209,231","56,182,283","63,541,493","68,388,843","75,850,292","83,421,407","85,985,309","90,690,496"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","J 정보통신업","종합","매입채무","백만원","원자료","12,514,194","13,525,913","14,114,823","8,789,674","8,721,323","9,801,792","10,196,160","9,495,297","10,612,449","9,366,992","11,476,329","12,649,736","12,707,181","11,996,351"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J58 출판업","종합","매출채권","백만원","원자료","6,344,156","7,080,443","7,261,843","8,138,217","8,515,391","8,928,202","9,544,305","9,701,465","10,464,029","10,782,503","11,400,857","12,444,367","13,326,120","14,480,091"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J58 출판업","종합","유형자산","백만원","원자료","7,899,684","8,298,704","8,578,871","9,136,638","8,918,878","9,513,186","10,214,693","10,855,875","13,104,676","14,489,467","17,557,194","21,268,793","22,621,038","24,140,806"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J58 출판업","종합","매입채무","백만원","원자료","2,460,738","2,719,460","2,659,534","3,059,855","2,853,018","2,996,245","2,967,102","2,952,612","2,946,671","3,012,885","3,492,439","4,046,398","4,106,032","4,401,811"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    J581 서적, 잡지 및 기타 인쇄물 출판업","종합","매출채권","백만원","원자료","1,942,781","1,945,796","1,888,103","2,037,286","2,120,423","2,107,209","2,244,127","2,193,200","2,346,299","1,994,600","1,921,559","2,120,277","2,239,427","2,093,279"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    J581 서적, 잡지 및 기타 인쇄물 출판업","종합","유형자산","백만원","원자료","4,460,419","4,520,297","4,546,934","4,572,657","4,151,919","4,238,323","4,508,748","4,493,752","4,982,944","5,229,515","5,206,601","6,416,628","5,941,997","6,138,312"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    J581 서적, 잡지 및 기타 인쇄물 출판업","종합","매입채무","백만원","원자료","690,811","599,296","616,742","609,257","532,152","511,197","519,383","483,624","479,863","478,244","451,886","512,772","453,015","451,348"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    J582 소프트웨어 개발 및 공급업","종합","매출채권","백만원","원자료","4,401,375","5,134,647","5,373,740","6,100,931","6,394,968","6,820,993","7,300,178","7,508,265","8,117,730","8,787,903","9,479,298","10,324,089","11,086,693","12,386,812"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    J582 소프트웨어 개발 및 공급업","종합","유형자산","백만원","원자료","3,439,265","3,778,407","4,031,937","4,563,981","4,766,959","5,274,862","5,705,945","6,362,123","8,121,732","9,259,952","12,350,593","14,852,165","16,679,041","18,002,494"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    J582 소프트웨어 개발 및 공급업","종합","매입채무","백만원","원자료","1,769,927","2,120,165","2,042,792","2,450,598","2,320,866","2,485,048","2,447,719","2,468,987","2,466,808","2,534,641","3,040,553","3,533,626","3,653,017","3,950,463"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J59 영상 · 오디오 기록물 제작 및 배급업","종합","매출채권","백만원","원자료","676,852","759,234","835,354","931,610","1,095,361","1,183,833","1,330,114","1,353,488","2,148,194","2,073,904","2,560,589","2,943,468","2,766,003","2,550,189"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J59 영상 · 오디오 기록물 제작 및 배급업","종합","유형자산","백만원","원자료","1,901,681","1,877,989","2,039,175","2,225,818","2,180,349","2,332,923","2,530,003","2,807,412","5,087,213","5,835,000","6,109,671","6,363,556","6,010,359","5,896,199"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J59 영상 · 오디오 기록물 제작 및 배급업","종합","매입채무","백만원","원자료","349,013","386,089","378,447","363,790","468,335","501,237","592,815","576,911","693,007","464,749","611,910","709,065","656,883","853,406"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J60 방송 및 영상 · 오디오물 제공 서비스업","종합","매출채권","백만원","원자료","1,704,206","1,957,180","2,116,119","1,994,419","1,960,336","2,168,460","2,193,970","1,760,822","1,932,509","1,757,659","1,592,501","2,006,467","1,909,574","2,196,403"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J60 방송 및 영상 · 오디오물 제공 서비스업","종합","유형자산","백만원","원자료","3,930,134","5,300,809","5,850,482","5,507,069","4,792,885","4,861,032","4,788,195","4,588,755","4,646,406","4,290,014","4,253,647","4,235,692","4,377,060","4,845,062"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J60 방송 및 영상 · 오디오물 제공 서비스업","종합","매입채무","백만원","원자료","338,446","374,427","382,989","328,529","331,111","382,605","335,488","324,206","339,306","279,419","338,359","333,427","502,161","501,415"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J61 우편 및 통신업","종합","매출채권","백만원","원자료","9,170,679","7,910,324","7,356,716","7,022,484","6,871,994","6,682,155","7,137,282","6,928,942","6,950,066","6,893,848","6,889,221","6,822,764","7,015,968","6,735,071"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J61 우편 및 통신업","종합","유형자산","백만원","원자료","28,675,921","29,474,346","30,361,521","30,781,629","30,672,893","30,291,509","29,001,716","28,432,605","32,503,777","34,732,676","36,425,822","36,503,201","35,842,555","35,141,818"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J61 우편 및 통신업","종합","매입채무","백만원","원자료","6,945,601","7,388,049","7,692,052","2,598,413","2,448,098","2,973,426","3,401,741","3,010,597","3,793,673","2,833,258","3,451,817","3,247,965","2,803,459","894,397"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J62 컴퓨터 프로그래밍, 시스템 통합 및 관리업","종합","매출채권","백만원","원자료","2,924,455","3,885,313","4,003,198","3,906,119","4,650,840","5,032,345","5,132,594","4,932,851","5,128,237","4,819,716","6,019,794","7,136,342","7,575,372","8,508,524"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J62 컴퓨터 프로그래밍, 시스템 통합 및 관리업","종합","유형자산","백만원","원자료","2,549,360","2,842,057","3,103,142","3,457,059","4,253,177","4,177,476","4,290,724","6,741,229","4,653,353","4,810,251","5,582,838","6,560,570","7,268,089","8,384,486"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J62 컴퓨터 프로그래밍, 시스템 통합 및 관리업","종합","매입채무","백만원","원자료","2,186,193","2,272,787","2,283,097","2,097,445","2,092,354","2,346,884","2,169,597","2,081,651","1,996,958","2,044,671","2,643,205","3,351,553","3,305,075","3,521,089"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J63 정보서비스업","종합","매출채권","백만원","원자료","990,811","1,041,494","1,361,054","1,249,116","1,361,958","1,550,652","1,711,413","1,811,145","2,116,819","2,821,429","2,987,229","3,023,679","3,135,032","3,448,638"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J63 정보서비스업","종합","유형자산","백만원","원자료","1,275,869","1,332,834","1,680,564","1,812,977","2,009,840","2,113,751","2,383,899","2,756,408","3,546,067","4,231,435","5,921,121","8,489,595","9,866,208","12,282,126"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  J63 정보서비스업","종합","매입채무","백만원","원자료","234,202","385,101","718,704","341,642","528,406","601,396","729,417","549,319","842,834","732,010","938,598","961,329","1,333,571","1,824,234"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","L 부동산업","종합","매출채권","백만원","원자료","15,063,458","14,361,646","16,208,661","14,614,924","17,556,283","19,473,705","25,955,936","26,625,640","26,585,479","25,120,010","27,886,887","34,178,153","39,873,133","40,229,934"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","L 부동산업","종합","유형자산","백만원","원자료","80,093,625","85,170,031","96,456,999","103,510,893","118,562,460","131,211,205","154,156,867","174,482,009","197,238,668","235,297,389","271,585,984","310,788,707","344,600,308","403,764,966"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","L 부동산업","종합","매입채무","백만원","원자료","8,717,612","7,773,422","7,535,496","6,691,010","7,221,544","7,924,125","9,356,832","8,645,589","8,342,690","9,390,289","11,345,545","12,351,076","13,339,526","14,432,798"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","M 전문, 과학 및 기술 서비스업","종합","매출채권","백만원","원자료","8,790,471","12,042,307","13,166,095","13,572,523","8,965,873","9,855,311","10,331,041","10,646,749","11,246,635","11,923,471","17,010,144","16,049,320","19,412,020","21,714,705"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","M 전문, 과학 및 기술 서비스업","종합","유형자산","백만원","원자료","7,495,647","9,812,449","11,563,758","9,225,373","9,005,388","10,027,206","11,772,266","15,046,995","18,594,028","24,883,379","31,379,793","36,164,826","40,739,847","44,397,583"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","M 전문, 과학 및 기술 서비스업","종합","매입채무","백만원","원자료","5,853,719","6,246,399","7,323,967","6,334,506","4,028,623","4,412,603","4,718,499","4,122,199","4,248,349","4,403,410","6,501,107","5,976,412","7,624,943","8,456,442"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  M71 전문 서비스업","종합","매출채권","백만원","원자료","3,832,147","3,762,252","4,058,171","4,468,007","4,437,010","4,923,801","5,160,635","5,143,782","5,549,137","5,994,829","6,962,968","7,605,947","8,277,373","8,792,542"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  M71 전문 서비스업","종합","유형자산","백만원","원자료","2,354,837","2,543,236","2,622,173","3,032,595","2,905,469","3,422,196","4,443,527","5,651,700","7,520,809","9,509,910","13,109,597","16,503,919","19,400,785","21,350,285"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  M71 전문 서비스업","종합","매입채무","백만원","원자료","2,861,774","2,625,756","2,626,935","2,913,502","2,871,419","3,184,106","3,498,135","2,888,754","2,878,622","3,214,154","3,514,472","3,817,309","4,019,926","4,506,866"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    M711,2 법무, 회계 및 세무 관련 서비스업","종합","매출채권","백만원","원자료","157,013","199,985","196,730","226,267","241,873","290,245","319,689","359,517","445,763","506,350","618,181","712,199","804,275","877,501"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    M711,2 법무, 회계 및 세무 관련 서비스업","종합","유형자산","백만원","원자료","252,995","346,900","271,161","307,407","312,296","341,735","341,028","382,654","463,579","428,859","488,641","558,593","634,180","653,885"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    M711,2 법무, 회계 및 세무 관련 서비스업","종합","매입채무","백만원","원자료","26,703","36,676","16,430","31,228","18,152","17,273","15,571","25,574","42,797","49,674","143,989","171,293","74,327","112,520"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    M713 광고업","종합","매출채권","백만원","원자료","2,982,127","2,859,022","2,989,913","3,177,200","3,445,358","3,799,646","3,912,789","3,627,700","3,640,041","3,973,141","4,476,076","4,747,479","5,047,963","4,975,976"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    M713 광고업","종합","유형자산","백만원","원자료","995,671","1,153,554","980,210","1,101,083","1,096,346","1,281,092","1,556,027","1,686,668","2,005,361","2,561,765","3,286,903","3,907,308","4,517,216","5,194,411"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    M713 광고업","종합","매입채무","백만원","원자료","2,587,568","2,176,471","2,275,533","2,456,759","2,622,198","2,793,134","3,138,468","2,522,244","2,477,359","2,779,075","2,853,565","3,076,441","3,267,231","3,205,993"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    M714,7153,716 기타 전문 서비스업","종합","매출채권","백만원","원자료","693,006","703,244","871,528","1,064,540","749,780","833,910","928,157","1,156,566","1,463,333","1,515,338","1,868,710","2,146,269","2,425,135","2,939,064"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    M714,7153,716 기타 전문 서비스업","종합","유형자산","백만원","원자료","1,106,171","1,042,781","1,370,803","1,624,106","1,496,827","1,799,370","2,546,472","3,582,378","5,051,870","6,519,286","9,334,053","12,038,018","14,249,389","15,501,990"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    M714,7153,716 기타 전문 서비스업","종합","매입채무","백만원","원자료","247,503","412,610","334,972","425,514","231,069","373,699","344,096","340,936","358,466","385,405","516,918","569,575","678,368","1,188,353"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  M72 건축기술, 엔지니어링 및 기타 과학기술 서비스업","종합","매출채권","백만원","원자료","4,756,649","8,003,746","8,857,979","8,876,474","4,274,327","4,645,630","4,839,112","5,078,487","5,191,990","5,081,502","8,551,242","6,890,965","9,609,154","11,067,318"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  M72 건축기술, 엔지니어링 및 기타 과학기술 서비스업","종합","유형자산","백만원","원자료","4,825,087","6,927,376","8,588,487","5,776,131","5,692,476","6,105,668","6,748,415","8,636,071","10,024,654","12,643,225","14,740,907","15,742,198","16,989,245","18,378,358"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  M72 건축기술, 엔지니어링 및 기타 과학기술 서비스업","종합","매입채무","백만원","원자료","2,914,224","3,518,901","4,612,126","3,352,905","1,097,327","1,152,245","1,142,283","1,140,897","1,243,818","988,927","2,716,555","1,609,740","3,089,512","3,367,140"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  M73 기타 전문, 과학 및 기술 서비스업","종합","매출채권","백만원","원자료","201,676","276,310","249,945","228,043","254,536","285,880","331,294","424,480","505,508","847,141","1,495,934","1,552,407","1,525,494","1,854,845"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  M73 기타 전문, 과학 및 기술 서비스업","종합","유형자산","백만원","원자료","315,723","341,837","353,097","416,646","407,444","499,342","580,324","759,224","1,048,565","2,730,244","3,529,289","3,918,709","4,349,817","4,668,940"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  M73 기타 전문, 과학 및 기술 서비스업","종합","매입채무","백만원","원자료","77,720","101,742","84,906","68,099","59,877","76,252","78,081","92,548","125,909","200,329","270,080","549,362","515,504","582,437"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","N 사업시설 관리 및 사업지원 및 임대 서비스업","종합","매출채권","백만원","원자료","3,413,809","3,685,456","4,382,966","4,984,384","5,313,187","6,131,621","7,208,819","7,075,399","7,912,795","7,431,943","8,691,794","9,880,207","10,478,406","11,163,226"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","N 사업시설 관리 및 사업지원 및 임대 서비스업","종합","유형자산","백만원","원자료","9,684,215","10,485,705","12,876,641","15,431,102","16,990,902","18,313,622","19,442,537","20,249,205","23,824,896","23,743,249","27,999,041","33,194,260","37,490,219","39,352,419"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","N 사업시설 관리 및 사업지원 및 임대 서비스업","종합","매입채무","백만원","원자료","965,741","1,128,207","1,184,627","1,139,633","1,171,192","1,400,420","1,904,048","1,503,870","1,650,354","1,465,050","2,021,253","2,375,216","2,343,309","3,050,672"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  N74 사업시설 관리 및 조경 서비스업","종합","매출채권","백만원","원자료","484,280","588,937","686,088","623,559","819,929","911,413","1,070,785","1,007,996","1,088,113","1,144,514","1,308,037","1,493,668","1,676,660","1,828,342"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  N74 사업시설 관리 및 조경 서비스업","종합","유형자산","백만원","원자료","618,394","822,512","1,559,805","1,661,796","1,536,262","1,561,101","1,698,517","1,958,600","2,145,548","2,322,732","3,101,514","4,276,247","4,718,490","5,081,343"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  N74 사업시설 관리 및 조경 서비스업","종합","매입채무","백만원","원자료","61,751","56,168","135,565","60,554","146,365","150,546","148,527","79,126","110,559","117,743","127,544","153,390","144,166","284,201"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  N75 사업지원 서비스업","종합","매출채권","백만원","원자료","2,409,762","2,542,557","2,812,275","3,394,184","3,458,223","3,716,581","4,596,769","4,333,227","4,740,450","4,330,489","4,972,268","5,725,158","5,902,300","6,172,563"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  N75 사업지원 서비스업","종합","유형자산","백만원","원자료","4,432,666","4,787,732","4,667,680","6,144,651","7,240,067","7,753,379","7,785,979","7,418,501","9,162,735","8,002,147","9,083,408","11,126,489","12,713,911","13,350,022"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  N75 사업지원 서비스업","종합","매입채무","백만원","원자료","734,269","895,708","725,586","765,032","759,330","808,012","1,397,146","1,017,335","1,069,986","856,064","1,116,722","1,440,276","1,451,274","1,634,814"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    N751 고용알선 및 인력공급업","종합","매출채권","백만원","원자료","521,171","588,092","631,349","741,502","783,301","853,278","903,271","985,733","1,074,160","1,099,817","1,212,198","1,313,806","1,394,658","1,429,275"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    N751 고용알선 및 인력공급업","종합","유형자산","백만원","원자료","364,797","380,882","487,760","604,690","452,926","478,098","584,318","567,059","711,769","756,292","904,019","1,088,748","1,172,528","1,257,747"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    N751 고용알선 및 인력공급업","종합","매입채무","백만원","원자료","41,859","40,516","48,479","51,802","47,695","85,155","91,063","82,767","68,695","53,872","66,126","74,850","70,963","70,246"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    N752 여행사 및 기타 여행보조 서비스업","종합","매출채권","백만원","원자료","188,749","217,850","234,434","277,444","336,460","385,414","367,074","401,400","378,934","202,660","244,396","409,231","321,789","343,623"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    N752 여행사 및 기타 여행보조 서비스업","종합","유형자산","백만원","원자료","789,527","752,061","798,422","884,805","778,619","776,364","766,036","812,308","1,132,300","1,661,165","1,419,489","1,898,776","1,886,517","2,152,414"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    N752 여행사 및 기타 여행보조 서비스업","종합","매입채무","백만원","원자료","140,837","125,065","97,875","110,991","133,828","142,933","143,968","209,813","167,910","68,317","108,400","232,166","161,011","177,656"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    N753 경비, 경호 및 탐정업","종합","매출채권","백만원","원자료","265,033","277,606","372,680","369,773","432,470","436,156","457,994","498,088","562,398","626,758","673,904","904,033","1,017,224","1,021,904"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    N753 경비, 경호 및 탐정업","종합","유형자산","백만원","원자료","698,561","815,746","907,536","809,773","1,165,009","1,204,865","1,254,545","1,293,227","1,360,358","1,512,681","1,523,532","1,661,514","1,808,040","1,875,623"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    N753 경비, 경호 및 탐정업","종합","매입채무","백만원","원자료","80,271","102,666","109,788","115,803","223,861","211,344","162,155","186,448","265,245","294,383","293,053","355,892","358,812","414,251"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    N759 기타 사업지원 서비스업","종합","매출채권","백만원","원자료","1,434,810","1,459,009","1,573,812","2,005,465","1,905,992","2,041,733","2,868,430","2,448,006","2,724,957","2,401,255","2,841,769","3,098,088","3,168,630","3,377,760"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    N759 기타 사업지원 서비스업","종합","유형자산","백만원","원자료","2,579,782","2,839,043","2,473,962","3,845,382","4,843,513","5,294,052","5,181,080","4,745,908","5,958,308","4,072,010","5,236,368","6,477,451","7,846,827","8,064,238"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","    N759 기타 사업지원 서비스업","종합","매입채무","백만원","원자료","471,302","627,462","469,444","486,436","353,946","368,580","999,960","538,307","568,137","439,492","649,143","777,368","860,489","972,661"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  N76 임대업(부동산 제외)","종합","매출채권","백만원","원자료","519,767","553,963","884,603","966,642","1,035,034","1,503,628","1,541,265","1,734,176","2,084,232","1,956,939","2,411,489","2,661,381","2,899,446","3,162,321"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  N76 임대업(부동산 제외)","종합","유형자산","백만원","원자료","4,633,155","4,875,461","6,649,156","7,624,655","8,214,574","8,999,142","9,958,040","10,872,103","12,516,613","13,418,369","15,814,119","17,791,524","20,057,817","20,921,054"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","  N76 임대업(부동산 제외)","종합","매입채무","백만원","원자료","169,720","176,330","323,476","314,048","265,497","441,863","358,376","407,409","469,809","491,243","776,987","781,551","747,869","1,131,657"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","P 교육 서비스업","종합","매출채권","백만원","원자료","252,348","237,594","280,967","197,534","252,630","279,798","311,795","342,273","377,977","355,754","408,244","451,050","480,839","506,997"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","P 교육 서비스업","종합","유형자산","백만원","원자료","1,534,275","2,101,058","2,460,374","2,195,407","2,907,660","3,125,994","3,431,954","3,290,125","4,083,994","4,437,441","5,161,030","5,837,812","6,020,917","6,886,571"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","P 교육 서비스업","종합","매입채무","백만원","원자료","60,051","54,412","58,738","42,574","77,502","79,976","90,548","73,653","82,922","94,552","116,942","122,016","124,064","163,180"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","R 예술, 스포츠 및 여가관련 서비스업","종합","매출채권","백만원","원자료","765,798","309,244","361,747","441,312","367,274","366,127","396,556","468,611","450,553","322,974","417,008","463,879","672,972","893,109"
"5.3.1. 재무상태표(제11차 한국표준산업분류, 2009~)","R 예술, 스포츠 및 여가관련 서비스업","종합","유형자산","백만원","원자료","36,885,994","37,256,077","39,064,538","39,218,547","38,816,226","38,351,854","39,076,072","40,715,184","42,982,819","44,809,850","47,202,838","52,125,509","57,015,014","60,043,229"
