통계표,업종코드,기업규모,계정항목,단위,변환,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  H50 수상 운송업","종합","매출원가","백만원","원자료","39,522,816","35,100,137","32,547,431","29,588,852","24,860,145","21,767,223","21,956,948","22,410,121","21,735,866","28,021,779","38,199,355","35,702,356","38,938,372"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  H50 수상 운송업","종합","영업손익","백만원","원자료","-551,539","-248,707","967,315","1,375,112","-655,272","801,136","522,954","1,046,295","2,736,347","13,898,891","19,636,258","4,450,828","8,583,547"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  H51 항공 운송업","종합","매출액","백만원","원자료","22,045,767","21,722,576","22,277,136","21,778,129","22,594,177","24,467,665","26,745,095","26,271,910","13,692,553","16,307,316","25,017,692","30,868,289","34,688,811"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  H51 항공 운송업","종합","매출원가","백만원","원자료","18,048,938","18,042,803","17,764,657","16,589,087","16,894,655","18,626,566","21,165,513","21,940,273","12,502,691","12,968,043","18,387,628","23,434,882","26,818,991"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  H51 항공 운송업","종합","영업손익","백만원","원자료","1,261,156","908,000","1,552,289","2,122,349","2,576,388","2,475,795","1,862,066","565,629","-791,582","583,489","3,824,244","3,660,301","3,527,473"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  H52 창고 및 운송관련 서비스업","종합","매출액","백만원","원자료","53,381,397","53,046,808","57,180,266","59,477,995","60,843,188","65,478,287","67,120,898","72,195,032","79,324,894","103,934,959","127,810,224","109,241,270","123,538,198"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  H52 창고 및 운송관련 서비스업","종합","매출원가","백만원","원자료","38,128,309","37,400,467","40,058,316","41,814,578","42,517,861","45,376,861","46,383,325","49,619,393","56,600,151","76,100,257","94,055,674","76,016,440","87,279,866"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  H52 창고 및 운송관련 서비스업","종합","영업손익","백만원","원자료","4,947,974","4,676,906","5,264,973","5,332,269","5,562,344","6,253,067","6,357,673","7,095,360","3,408,598","5,107,198","7,178,321","7,077,994","7,616,960"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","I 숙박 및 음식점업","종합","매출액","백만원","원자료","20,165,594","22,877,431","25,756,234","28,087,194","30,572,487","31,929,100","33,685,395","36,307,573","29,463,131","34,008,482","42,654,880","47,607,989","52,948,046"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","I 숙박 및 음식점업","종합","매출원가","백만원","원자료","12,484,208","14,224,977","15,895,627","17,425,587","18,629,908","19,384,398","20,312,355","21,492,069","18,024,334","19,941,053","23,902,550","25,820,496","28,320,824"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","I 숙박 및 음식점업","종합","영업손익","백만원","원자료","835,792","752,480","537,139","362,526","581,867","453,245","512,033","800,469","-1,758,514","-356,221","1,417,988","1,883,444","2,372,851"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  I55 숙박업","종합","매출액","백만원","원자료","5,741,490","6,289,028","6,572,095","6,332,021","7,293,452","7,118,401","7,120,850","7,840,200","4,879,411","6,721,334","9,754,895","10,714,075","12,225,969"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  I55 숙박업","종합","매출원가","백만원","원자료","3,751,295","4,223,496","4,520,256","4,044,041","4,523,514","4,453,969","4,468,704","4,735,263","3,247,130","3,885,438","5,104,049","5,156,463","5,746,714"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  I55 숙박업","종합","영업손익","백만원","원자료","495,438","367,113","130,669","-23,937","67,487","-68,555","-66,576","102,646","-1,184,626","-465,117","587,115","753,525","1,091,837"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  I56 음식점 및 주점업","종합","매출액","백만원","원자료","14,424,104","16,588,402","19,184,139","21,755,172","23,279,035","24,810,699","26,564,545","28,467,373","24,583,720","27,287,148","32,899,985","36,893,914","40,722,076"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  I56 음식점 및 주점업","종합","매출원가","백만원","원자료","8,732,913","10,001,481","11,375,372","13,381,546","14,106,394","14,930,429","15,843,651","16,756,806","14,777,204","16,055,615","18,798,501","20,664,032","22,574,110"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  I56 음식점 및 주점업","종합","영업손익","백만원","원자료","340,354","385,367","406,470","386,463","514,380","521,799","578,609","697,823","-573,888","108,896","830,873","1,129,919","1,281,014"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","J 정보통신업","종합","매출액","백만원","원자료","132,054,423","138,334,628","143,374,473","147,335,151","154,555,444","165,118,449","170,210,276","183,077,830","190,422,705","223,898,280","242,200,624","246,291,674","260,309,002"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","J 정보통신업","종합","매출원가","백만원","원자료","56,367,524","59,612,909","61,014,924","53,674,734","64,333,897","66,838,814","67,181,051","72,277,669","71,065,940","84,406,434","94,217,158","96,430,344","101,621,648"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","J 정보통신업","종합","영업손익","백만원","원자료","8,211,587","8,296,948","7,418,611","10,142,686","10,678,944","12,266,684","11,976,400","12,211,125","14,423,283","18,469,421","12,444,157","11,876,198","12,927,702"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J58 출판업","종합","매출액","백만원","원자료","39,771,606","41,894,675","45,543,289","47,082,357","50,467,475","55,457,938","59,618,785","64,735,905","70,211,344","82,236,953","90,325,815","90,048,320","94,215,971"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J58 출판업","종합","매출원가","백만원","원자료","19,321,698","19,678,061","21,820,143","21,235,332","22,235,529","22,495,442","23,157,718","24,741,604","25,696,014","29,597,160","33,147,615","33,834,350","34,533,819"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J58 출판업","종합","영업손익","백만원","원자료","2,631,439","2,540,163","2,741,107","2,846,775","3,163,015","3,852,819","3,778,779","4,107,615","5,418,045","4,709,142","2,273,451","949,048","1,832,266"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    J581 서적, 잡지 및 기타 인쇄물 출판업","종합","매출액","백만원","원자료","10,972,855","10,800,771","11,518,385","10,602,303","10,531,341","10,822,378","11,000,318","11,725,672","10,522,244","11,083,086","11,920,341","12,381,306","12,549,980"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    J581 서적, 잡지 및 기타 인쇄물 출판업","종합","매출원가","백만원","원자료","6,582,918","6,392,224","6,686,903","5,834,000","5,729,393","5,805,111","5,871,504","6,141,752","5,513,270","5,576,167","5,861,531","6,030,386","6,140,966"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    J581 서적, 잡지 및 기타 인쇄물 출판업","종합","영업손익","백만원","원자료","525,281","519,754","613,020","622,468","614,806","584,399","586,217","732,193","596,551","776,477","589,836","346,949","401,632"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    J582 소프트웨어 개발 및 공급업","종합","매출액","백만원","원자료","28,798,751","31,093,904","34,024,904","36,480,053","39,936,134","44,635,560","48,618,467","53,010,233","59,689,100","71,153,867","78,405,474","77,667,014","81,665,992"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    J582 소프트웨어 개발 및 공급업","종합","매출원가","백만원","원자료","12,738,780","13,285,836","15,133,239","15,401,332","16,506,136","16,690,331","17,286,213","18,599,852","20,182,744","24,020,992","27,286,084","27,803,964","28,392,853"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    J582 소프트웨어 개발 및 공급업","종합","영업손익","백만원","원자료","2,106,158","2,020,409","2,128,088","2,224,306","2,548,208","3,268,421","3,192,562","3,375,422","4,821,494","3,932,666","1,683,615","602,099","1,430,634"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J59 영상 · 오디오 기록물 제작 및 배급업","종합","매출액","백만원","원자료","6,005,533","6,478,071","7,061,492","8,097,351","8,848,852","9,165,841","9,896,573","14,252,524","13,502,105","17,139,340","20,828,490","21,450,631","20,707,487"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J59 영상 · 오디오 기록물 제작 및 배급업","종합","매출원가","백만원","원자료","3,465,742","3,785,753","3,899,994","4,473,691","4,784,623","5,143,790","5,670,329","8,068,983","7,490,769","9,712,910","11,739,714","11,359,319","11,259,381"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J59 영상 · 오디오 기록물 제작 및 배급업","종합","영업손익","백만원","원자료","106,766","198,106","250,656","220,229","264,793","190,673","81,276","533,560","-35,373","319,298","453,158","93,943","57,214"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J60 방송 및 영상 · 오디오물 제공 서비스업","종합","매출액","백만원","원자료","10,107,176","10,897,149","11,013,044","10,498,119","10,543,532","10,915,302","10,016,901","9,759,294","8,914,196","9,384,928","9,799,186","9,567,746","12,288,120"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J60 방송 및 영상 · 오디오물 제공 서비스업","종합","매출원가","백만원","원자료","6,001,976","6,452,597","6,770,386","6,284,402","6,446,702","6,632,115","5,677,712","5,593,540","5,215,752","5,233,760","5,520,176","5,675,473","7,120,256"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J60 방송 및 영상 · 오디오물 제공 서비스업","종합","영업손익","백만원","원자료","516,468","465,454","367,061","601,957","461,839","532,719","155,406","56,251","186,054","458,749","361,767","-57,965","41,525"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J61 우편 및 통신업","종합","매출액","백만원","원자료","49,672,785","50,938,384","50,384,423","48,833,820","49,632,821","50,881,667","49,737,745","51,714,671","51,050,496","53,355,643","53,477,523","54,519,057","56,080,101"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J61 우편 및 통신업","종합","매출원가","백만원","원자료","12,518,062","12,961,768","12,250,770","3,936,441","12,363,994","13,173,571","13,138,219","14,606,217","14,230,284","14,951,165","14,370,692","14,949,807","15,929,159"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J61 우편 및 통신업","종합","영업손익","백만원","원자료","2,838,755","3,100,543","1,840,315","3,491,566","3,620,368","3,580,831","3,039,322","2,568,211","3,078,469","3,530,807","4,116,400","4,209,047","3,354,221"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J62 컴퓨터 프로그래밍, 시스템 통합 및 관리업","종합","매출액","백만원","원자료","17,947,864","19,443,056","20,097,277","21,982,389","22,941,311","24,768,882","24,983,675","25,090,713","25,927,665","31,616,877","36,786,567","39,676,641","42,090,054"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J62 컴퓨터 프로그래밍, 시스템 통합 및 관리업","종합","매출원가","백만원","원자료","12,779,654","13,967,560","14,130,481","15,031,283","15,455,953","16,194,119","16,362,534","15,771,292","15,110,786","19,960,235","23,940,012","25,079,385","26,735,268"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J62 컴퓨터 프로그래밍, 시스템 통합 및 관리업","종합","영업손익","백만원","원자료","1,108,563","1,037,976","1,098,233","1,708,383","1,670,679","1,989,568","2,446,081","2,971,848","3,167,379","2,978,068","1,627,092","3,178,517","2,840,572"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J63 정보서비스업","종합","매출액","백만원","원자료","8,549,458","8,683,293","9,274,947","10,841,115","12,121,453","13,928,819","15,956,597","17,524,721","20,816,901","30,164,539","30,983,044","31,029,277","34,927,269"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J63 정보서비스업","종합","매출원가","백만원","원자료","2,280,393","2,767,170","2,143,150","2,713,584","3,047,096","3,199,776","3,174,538","3,496,033","3,322,335","4,951,204","5,498,950","5,532,010","6,043,765"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  J63 정보서비스업","종합","영업손익","백만원","원자료","1,009,595","954,706","1,121,239","1,273,776","1,498,249","2,120,074","2,475,536","1,973,639","2,608,710","6,473,357","3,612,289","3,503,608","4,801,904"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","L 부동산업","종합","매출액","백만원","원자료","80,391,636","84,637,322","96,839,896","129,440,160","147,893,172","173,919,984","166,611,027","158,741,479","170,986,273","196,263,799","195,785,279","180,836,887","171,547,922"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","L 부동산업","종합","매출원가","백만원","원자료","61,368,855","64,349,881","71,707,669","95,503,997","102,871,983","121,708,824","114,993,628","109,690,716","114,724,023","124,220,847","128,234,678","123,458,400","115,655,684"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","L 부동산업","종합","영업손익","백만원","원자료","3,303,502","3,727,930","6,393,026","10,204,833","17,671,055","21,282,867","18,786,570","14,548,269","17,690,418","24,480,863","20,706,087","15,296,834","11,550,354"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","M 전문, 과학 및 기술 서비스업","종합","매출액","백만원","원자료","59,492,116","64,382,869","61,991,861","52,373,919","54,759,934","59,785,411","66,684,224","75,986,420","84,982,666","113,327,819","116,215,802","121,851,620","136,276,076"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","M 전문, 과학 및 기술 서비스업","종합","매출원가","백만원","원자료","31,573,829","36,560,630","32,098,848","19,799,559","19,938,305","22,797,126","26,543,945","29,582,272","30,961,454","47,146,545","42,517,408","46,434,639","55,623,251"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","M 전문, 과학 및 기술 서비스업","종합","영업손익","백만원","원자료","3,108,504","2,431,383","2,795,896","2,328,692","2,945,293","3,127,054","3,173,373","3,888,562","5,502,140","7,408,135","6,953,517","5,440,617","5,616,038"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  M71 전문 서비스업","종합","매출액","백만원","원자료","18,917,709","18,781,275","20,813,166","21,061,796","23,044,847","25,298,802","28,495,572","32,374,388","35,056,140","42,956,637","48,600,685","51,385,456","54,885,924"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  M71 전문 서비스업","종합","매출원가","백만원","원자료","6,500,225","5,909,096","6,681,715","5,640,879","6,047,934","6,644,236","7,189,958","7,616,609","7,261,884","9,324,725","10,385,017","11,492,168","12,040,964"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  M71 전문 서비스업","종합","영업손익","백만원","원자료","656,370","923,514","746,459","821,455","1,032,057","1,021,778","1,332,215","1,481,778","2,201,963","2,910,728","2,859,660","2,295,209","2,234,209"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    M711,2 법무, 회계 및 세무 관련 서비스업","종합","매출액","백만원","원자료","3,264,013","3,433,417","4,114,462","4,559,629","4,974,989","5,372,064","6,005,563","7,257,026","8,419,108","9,461,279","10,219,809","11,162,362","11,938,997"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    M711,2 법무, 회계 및 세무 관련 서비스업","종합","매출원가","백만원","원자료","143,340","101,438","60,944","51,592","53,077","65,403","74,558","65,005","39,397","70,470","61,224","43,457","11,098"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    M711,2 법무, 회계 및 세무 관련 서비스업","종합","영업손익","백만원","원자료","165,568","205,706","262,714","246,674","327,627","294,334","346,455","362,501","416,811","554,147","477,735","404,129","393,179"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    M713 광고업","종합","매출액","백만원","원자료","10,119,834","9,338,160","9,979,653","11,157,800","12,096,438","13,028,686","13,839,369","14,710,778","14,718,930","18,287,327","20,783,679","21,155,477","22,733,383"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    M713 광고업","종합","매출원가","백만원","원자료","4,444,191","4,156,583","4,256,960","4,458,952","4,788,089","5,169,030","5,238,527","5,294,363","4,891,966","5,948,637","6,641,939","6,920,161","7,198,367"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    M713 광고업","종합","영업손익","백만원","원자료","360,635","246,169","188,864","358,335","469,150","487,269","527,541","511,009","558,352","985,966","981,853","708,059","959,404"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    M714,7153,716 기타 전문 서비스업","종합","매출액","백만원","원자료","5,533,861","6,009,698","6,719,051","5,344,368","5,973,419","6,898,052","8,650,640","10,406,584","11,918,102","15,208,031","17,597,197","19,067,617","20,213,544"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    M714,7153,716 기타 전문 서비스업","종합","매출원가","백만원","원자료","1,912,694","1,651,075","2,363,811","1,130,335","1,206,768","1,409,803","1,876,872","2,257,240","2,330,521","3,305,618","3,681,853","4,528,551","4,831,499"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    M714,7153,716 기타 전문 서비스업","종합","영업손익","백만원","원자료","130,168","471,639","294,881","216,446","235,279","240,175","458,218","608,268","1,226,799","1,370,615","1,400,073","1,183,021","881,626"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  M72 건축기술, 엔지니어링 및 기타 과학기술 서비스업","종합","매출액","백만원","원자료","38,060,996","43,239,483","38,702,111","28,687,598","28,640,519","31,204,420","34,369,997","38,214,568","40,887,377","57,896,156","53,161,658","56,618,622","65,906,000"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  M72 건축기술, 엔지니어링 및 기타 과학기술 서비스업","종합","매출원가","백만원","원자료","24,202,351","29,918,504","24,602,893","13,284,046","12,832,063","15,042,397","18,035,805","19,754,076","20,469,016","33,979,129","28,012,136","31,191,153","39,481,253"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  M72 건축기술, 엔지니어링 및 기타 과학기술 서비스업","종합","영업손익","백만원","원자료","2,244,903","1,368,945","1,945,771","1,421,545","1,772,181","1,999,717","1,705,628","2,159,304","2,559,760","3,473,202","2,939,499","2,455,058","2,701,100"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  M73 기타 전문, 과학 및 기술 서비스업","종합","매출액","백만원","원자료","2,513,411","2,362,111","2,476,584","2,624,525","3,074,568","3,282,189","3,818,655","5,397,463","9,039,149","12,475,026","14,453,459","13,847,542","15,484,152"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  M73 기타 전문, 과학 및 기술 서비스업","종합","매출원가","백만원","원자료","871,252","733,030","814,239","874,634","1,058,308","1,110,493","1,318,183","2,211,586","3,230,553","3,842,691","4,120,256","3,751,317","4,101,034"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  M73 기타 전문, 과학 및 기술 서비스업","종합","영업손익","백만원","원자료","207,230","138,923","103,666","85,692","141,055","105,559","135,530","247,479","740,417","1,024,205","1,154,357","690,349","680,729"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","N 사업시설 관리 및 사업지원 및 임대 서비스업","종합","매출액","백만원","원자료","45,390,699","51,451,090","55,353,001","60,792,606","64,519,723","74,421,867","75,527,468","82,639,553","77,332,766","89,286,490","104,316,178","107,348,727","114,398,236"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","N 사업시설 관리 및 사업지원 및 임대 서비스업","종합","매출원가","백만원","원자료","18,042,405","20,014,216","21,734,227","23,532,424","24,080,741","30,005,313","28,124,584","32,111,128","32,088,478","36,467,221","41,759,318","46,868,111","50,134,189"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","N 사업시설 관리 및 사업지원 및 임대 서비스업","종합","영업손익","백만원","원자료","1,218,148","1,999,988","1,743,443","2,133,932","2,207,307","2,353,184","2,086,959","2,660,261","1,826,696","2,427,301","3,291,190","3,693,122","4,426,798"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  N74 사업시설 관리 및 조경 서비스업","종합","매출액","백만원","원자료","7,652,443","9,235,007","9,218,809","11,618,269","12,509,598","14,013,932","14,449,239","15,083,651","15,214,938","16,808,010","19,074,409","21,088,788","23,586,477"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  N74 사업시설 관리 및 조경 서비스업","종합","매출원가","백만원","원자료","2,805,688","3,707,898","3,807,433","5,512,763","5,772,749","6,622,405","6,494,736","6,912,813","6,899,685","7,701,508","9,160,940","10,206,116","11,885,335"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  N74 사업시설 관리 및 조경 서비스업","종합","영업손익","백만원","원자료","187,553","526,072","228,740","334,041","321,981","331,608","326,343","338,772","408,871","419,835","416,703","429,657","533,603"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  N75 사업지원 서비스업","종합","매출액","백만원","원자료","33,936,765","36,055,633","39,195,084","41,495,320","43,687,533","51,186,938","51,167,322","56,497,091","50,495,591","58,540,073","69,462,961","68,441,650","72,319,236"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  N75 사업지원 서비스업","종합","매출원가","백만원","원자료","14,060,583","14,412,735","15,871,397","15,755,915","15,843,391","20,670,967","18,650,871","21,804,431","21,737,682","24,229,663","27,532,257","29,969,981","31,329,065"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  N75 사업지원 서비스업","종합","영업손익","백만원","원자료","682,469","706,580","653,572","908,098","1,069,812","1,068,148","825,016","1,434,372","358,355","615,121","987,293","1,204,438","1,679,517"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    N751 고용알선 및 인력공급업","종합","매출액","백만원","원자료","8,852,610","9,793,645","10,456,357","10,518,733","11,216,415","11,978,307","12,627,130","13,041,248","13,201,263","13,808,903","15,123,507","16,060,148","16,232,109"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    N751 고용알선 및 인력공급업","종합","매출원가","백만원","원자료","3,156,786","3,555,380","3,889,314","3,624,529","3,886,932","4,137,555","4,569,396","4,861,688","5,246,520","5,374,911","5,758,187","6,556,756","6,501,901"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    N751 고용알선 및 인력공급업","종합","영업손익","백만원","원자료","104,242","121,326","147,890","139,047","164,673","167,163","171,138","157,160","90,021","134,273","209,709","211,349","214,051"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    N752 여행사 및 기타 여행보조 서비스업","종합","매출액","백만원","원자료","2,912,772","3,147,726","3,575,091","3,473,948","3,996,328","4,837,546","5,802,958","5,156,681","2,332,941","6,234,301","9,205,251","4,822,351","5,372,525"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    N752 여행사 및 기타 여행보조 서비스업","종합","매출원가","백만원","원자료","689,709","700,824","744,529","547,561","641,265","635,836","704,822","612,387","394,868","949,422","1,211,570","935,725","931,009"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    N752 여행사 및 기타 여행보조 서비스업","종합","영업손익","백만원","원자료","-30,313","-67,718","-90,578","-53,928","-32,634","-34,468","-68,801","-152,277","-793,990","-557,255","-472,635","-54,944","-17,316"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    N753 경비, 경호 및 탐정업","종합","매출액","백만원","원자료","4,687,103","4,798,138","4,954,160","6,045,381","6,380,024","6,827,889","7,037,300","7,355,686","7,967,970","8,070,541","10,089,135","10,848,455","11,350,371"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    N753 경비, 경호 및 탐정업","종합","매출원가","백만원","원자료","2,245,398","2,318,272","2,404,260","2,991,112","3,097,490","3,331,432","3,499,971","3,212,869","3,830,129","4,224,264","4,797,387","5,187,114","5,471,505"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    N753 경비, 경호 및 탐정업","종합","영업손익","백만원","원자료","247,461","234,058","207,770","326,717","398,513","397,089","339,527","385,505","381,308","265,962","431,370","352,954","449,291"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    N759 기타 사업지원 서비스업","종합","매출액","백만원","원자료","17,484,279","18,316,124","20,209,476","21,457,258","22,094,766","27,543,197","25,699,933","30,943,475","26,993,417","30,426,328","35,045,069","36,710,696","39,364,231"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    N759 기타 사업지원 서비스업","종합","매출원가","백만원","원자료","7,968,691","7,838,260","8,833,295","8,592,713","8,217,703","12,566,144","9,876,681","13,117,487","12,266,165","13,681,066","15,765,113","17,290,386","18,424,650"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","    N759 기타 사업지원 서비스업","종합","영업손익","백만원","원자료","361,080","418,915","388,490","496,262","539,260","538,364","383,151","1,043,985","681,016","772,142","818,849","695,080","1,033,491"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  N76 임대업(부동산 제외)","종합","매출액","백만원","원자료","3,801,490","6,160,450","6,939,108","7,679,017","8,322,592","9,220,996","9,910,907","11,058,812","11,622,237","13,938,407","15,778,808","17,818,289","18,492,523"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  N76 임대업(부동산 제외)","종합","매출원가","백만원","원자료","1,176,134","1,893,583","2,055,397","2,263,746","2,464,601","2,711,940","2,978,977","3,393,884","3,451,112","4,536,050","5,066,121","6,692,014","6,919,789"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","  N76 임대업(부동산 제외)","종합","영업손익","백만원","원자료","348,126","767,335","861,131","891,793","815,514","953,428","935,600","887,116","1,059,471","1,392,345","1,887,194","2,059,026","2,213,678"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","P 교육 서비스업","종합","매출액","백만원","원자료","5,263,701","6,173,247","5,702,185","7,416,392","8,329,131","8,832,826","9,145,038","10,323,209","9,934,012","12,179,733","12,620,926","13,751,809","14,610,531"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","P 교육 서비스업","종합","매출원가","백만원","원자료","1,203,976","1,390,057","1,048,006","1,937,306","2,101,777","2,159,231","2,073,058","2,400,402","2,282,337","2,586,112","2,645,833","2,843,690","2,702,369"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","P 교육 서비스업","종합","영업손익","백만원","원자료","161,002","442,626","248,033","301,530","311,009","290,687","352,001","434,673","48,341","460,816","334,451","492,593","670,765"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","R 예술, 스포츠 및 여가관련 서비스업","종합","매출액","백만원","원자료","22,456,988","23,156,716","23,888,325","24,648,330","26,386,942","26,469,801","27,131,773","28,866,871","17,094,963","20,699,062","31,410,455","22,873,920","23,969,898"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","R 예술, 스포츠 및 여가관련 서비스업","종합","매출원가","백만원","원자료","11,769,136","12,117,109","12,262,806","12,392,524","12,515,351","12,749,842","12,639,029","12,960,173","6,062,973","6,609,332","12,512,455","8,056,405","8,451,380"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","R 예술, 스포츠 및 여가관련 서비스업","종합","영업손익","백만원","원자료","1,677,075","1,746,363","2,172,738","2,270,870","2,492,706","2,438,033","2,491,189","2,843,763","813,955","2,639,471","4,263,629","4,197,300","3,760,727"
"5.4.1. 손익계산서(제11차 한국표준산업분류, 2009~)","S95 개인 및 소비용품 수리업","종합","매출액","백만원","원자료","3,279,513","3,453,165","3,705,503","4,739,205","4,971,727","5,436,307","5,921,639","6,084,776","5,358,626","6,148,174","6,671,618","7,426,636","7,572,834"
